airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:30:00,1310,1,In-flight meal not included,11087
Multiple Carriers,2019-05-18,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,8309
Indigo,2019-04-09,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,3419
Jet Airways,2019-06-03,Delhi,Cochin,20:55:00,12:35:00,940,1,No Info,14714
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,14151
Vistara,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Spicejet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,5726
Jet Airways,2019-03-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4160
Vistara,2019-06-03,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,11982
Multiple Carriers,2019-06-06,Delhi,Cochin,08:30:00,19:15:00,645,1,No Info,7677
Jet Airways,2019-06-09,Delhi,Cochin,21:50:00,04:25:00,395,1,No Info,14714
Jet Airways,2019-03-06,Delhi,Cochin,09:55:00,18:50:00,535,1,In-flight meal not included,15400
Spicejet,2019-05-09,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2,No Info,8770
Air Asia,2019-03-01,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,5620
Indigo,2019-05-21,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Indigo,2019-03-03,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,9257
Air India,2019-05-06,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,5228
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,11:25:00,1425,1,In-flight meal not included,7832
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,22:55:00,945,1,No Info,12732
Air Asia,2019-04-15,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,4409
Indigo,2019-05-06,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5224
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,21:00:00,640,1,No Info,7670
Air India,2019-06-15,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,10454
Jet Airways,2019-06-18,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,8016
Vistara,2019-05-21,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Jet Airways,2019-05-21,Delhi,Cochin,09:50:00,13:05:00,195,0,No Info,9564
Jet Airways,2019-04-21,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5198
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,04:40:00,1215,1,In-flight meal not included,6224
Indigo,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,575,1,No Info,14871
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,8586
Vistara,2019-04-12,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,5403
Multiple Carriers,2019-05-27,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7198
Indigo,2019-06-09,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No Info,9345
Air Asia,2019-06-18,Kolkata,Banglore,09:45:00,12:15:00,150,0,No Info,3807
Vistara,2019-04-15,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5403
Air India,2019-06-01,Delhi,Cochin,21:00:00,19:15:00,1335,1,No Info,8582
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,23:30:00,955,1,No Info,5192
Jet Airways,2019-06-15,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Indigo,2019-05-27,Delhi,Cochin,08:35:00,22:30:00,835,1,No Info,6442
Indigo,2019-05-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No Info,4392
Jet Airways,2019-06-24,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,14924
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14388
Air Asia,2019-03-09,Delhi,Cochin,16:45:00,07:10:00,865,1,No Info,8327
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,12:00:00,960,1,In-flight meal not included,10844
Indigo,2019-05-06,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,3342
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,9899
Air India,2019-05-09,Delhi,Cochin,05:00:00,19:15:00,2295,2,No Info,10441
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,In-flight meal not included,4050
Indigo,2019-03-21,Kolkata,Banglore,22:10:00,00:55:00,165,0,No Info,4148
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,9663
Multiple Carriers,2019-05-15,Delhi,Cochin,06:00:00,19:00:00,780,1,No Info,9794
Indigo,2019-05-15,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Indigo,2019-06-15,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,5883
Indigo,2019-05-18,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,6015
Jet Airways,2019-06-27,Delhi,Cochin,08:00:00,19:00:00,660,1,In-flight meal not included,10262
Indigo,2019-05-21,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,7255
Air Asia,2019-06-21,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,3383
Indigo,2019-05-18,Delhi,Cochin,07:35:00,16:10:00,515,1,No Info,6442
Spicejet,2019-03-24,Mumbai,Hyderabad,13:10:00,14:30:00,80,0,No Info,2753
Jet Airways,2019-04-21,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Indigo,2019-05-03,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,4284
Air India,2019-03-24,Kolkata,Banglore,20:30:00,20:25:00,1435,1,No Info,12173
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,04:25:00,550,1,In-flight meal not included,12373
Multiple Carriers,2019-05-18,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13727
Air India,2019-06-12,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No Info,11542
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475,1,In-flight meal not included,10844
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Air India,2019-06-01,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,9929
Indigo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,6270
Multiple Carriers,2019-05-27,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,10486
Jet Airways,2019-05-18,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,7229
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,9663
Air India,2019-05-12,Kolkata,Banglore,09:50:00,21:05:00,675,1,No Info,8450
Jet Airways,2019-06-24,Delhi,Cochin,19:30:00,12:35:00,1025,2,In-flight meal not included,10368
Indigo,2019-05-21,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1,In-flight meal not included,15136
Indigo,2019-06-15,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,6416
Multiple Carriers,2019-05-15,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,13727
Multiple Carriers,2019-05-21,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,15058
Multiple Carriers,2019-05-09,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,9627
Vistara,2019-04-24,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12898
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,22:05:00,1540,1,No Info,14151
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,12:35:00,1040,1,In-flight meal not included,10262
Jet Airways,2019-03-03,Delhi,Cochin,02:15:00,04:25:00,1570,1,No Info,17024
Air India,2019-05-09,Kolkata,Banglore,09:50:00,21:05:00,675,1,No Info,7452
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,19:00:00,1680,1,In-flight meal not included,12373
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,575,1,No Info,12692
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,04:25:00,745,1,No Info,16289
Spicejet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,12:00:00,1025,1,No Info,14231
Indigo,2019-04-09,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,10262
Air India,2019-05-18,Kolkata,Banglore,08:20:00,18:30:00,610,2,No Info,10907
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,10844
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2,No Info,13882
Multiple Carriers,2019-06-24,Delhi,Cochin,13:15:00,22:30:00,555,1,No Info,8018
Jet Airways,2019-04-09,Banglore,Delhi,06:00:00,08:45:00,165,0,In-flight meal not included,4544
Air India,2019-06-21,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,7171
Vistara,2019-06-15,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4878
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8610
Air India,2019-06-24,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,6961
Jet Airways,2019-06-12,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,10262
Air India,2019-05-01,Kolkata,Banglore,12:00:00,21:50:00,590,2,No Info,10676
Indigo,2019-03-21,Banglore,New Delhi,07:10:00,10:05:00,175,0,No Info,6860
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,8224
Air India,2019-06-12,Delhi,Cochin,14:25:00,19:15:00,1730,2,No Info,13381
Air India,2019-06-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,3100
Air India,2019-06-06,Kolkata,Banglore,16:50:00,07:55:00,905,1,No Info,8366
Spicejet,2019-05-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:10:00,980,2,Change airports,13366
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:00:00,610,1,In-flight meal not included,11087
Indigo,2019-04-24,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4804
Multiple Carriers,2019-03-21,Delhi,Cochin,09:45:00,21:20:00,695,2,No Info,7178
Indigo,2019-03-06,Delhi,Cochin,05:05:00,10:05:00,300,1,No Info,7894
Indigo,2019-05-12,Delhi,Cochin,21:05:00,00:20:00,195,0,No Info,8626
Indigo,2019-03-27,Delhi,Cochin,20:30:00,01:35:00,305,1,No Info,5073
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,12:00:00,1315,1,In-flight meal not included,8529
Air India,2019-04-21,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6934
Spicejet,2019-06-01,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,11185
Spicejet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Indigo,2019-05-15,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Indigo,2019-05-18,Kolkata,Banglore,18:05:00,23:30:00,325,1,No Info,6704
Air India,2019-05-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,14634
Spicejet,2019-06-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,3873
Indigo,2019-04-21,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,4591
Air India,2019-05-27,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,9929
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,07:40:00,665,1,No Info,16736
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475,2,In-flight meal not included,6643
Air India,2019-06-27,Delhi,Cochin,13:15:00,07:40:00,1105,2,No Info,13547
Air India,2019-03-06,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,6881
Jet Airways,2019-03-06,Delhi,Cochin,19:45:00,04:25:00,520,1,No Info,15764
Air India,2019-03-09,Delhi,Cochin,06:10:00,23:00:00,1010,1,No Info,9064
Indigo,2019-04-27,Delhi,Cochin,14:20:00,17:35:00,195,0,No Info,5021
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14571
Indigo,2019-04-01,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No Info,2227
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,14:25:00,1080,1,No Info,13067
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,22:05:00,750,1,No Info,14151
Multiple Carriers,2019-05-15,Delhi,Cochin,07:10:00,16:10:00,540,1,No Info,6513
Air India,2019-06-06,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,11447
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,345,1,No Info,14781
Indigo,2019-05-24,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Spicejet,2019-06-21,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Vistara,2019-06-01,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Air India,2019-05-09,Kolkata,Banglore,20:30:00,08:55:00,745,1,No Info,10203
Multiple Carriers,2019-05-09,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,8888
Jet Airways,2019-03-06,Mumbai,Hyderabad,20:45:00,16:50:00,1205,1,No Info,19595
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,12898
Indigo,2019-03-09,Delhi,Cochin,06:40:00,16:10:00,570,1,No Info,6442
Indigo,2019-06-21,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,4049
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2,In-flight meal not included,15654
Jet Airways,2019-04-01,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,5406
Jet Airways,2019-06-24,Delhi,Cochin,06:45:00,04:25:00,1300,2,No Info,13376
Indigo,2019-05-24,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3850
Indigo,2019-05-18,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Indigo,2019-06-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Vistara,2019-03-15,Delhi,Cochin,14:55:00,17:50:00,175,0,No Info,6688
Multiple Carriers,2019-05-21,Delhi,Cochin,02:15:00,11:50:00,575,1,No Info,14067
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,12:35:00,330,1,No Info,15554
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,10844
Air India,2019-05-12,Kolkata,Banglore,20:30:00,08:55:00,745,1,No Info,10203
Jet Airways,2019-03-09,Delhi,Cochin,05:40:00,04:25:00,1365,2,No Info,14861
Air India,2019-05-12,Kolkata,Banglore,12:00:00,13:15:00,1515,1,No Info,6612
Indigo,2019-05-24,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3858
Spicejet,2019-04-06,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,3873
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4995
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14388
Vistara,2019-06-21,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5613
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,10844
Spicejet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,3919
Jet Airways,2019-04-09,Delhi,Cochin,23:05:00,12:35:00,810,2,No Info,9483
Indigo,2019-06-27,Delhi,Cochin,21:50:00,03:35:00,345,1,No Info,5775
Indigo,2019-03-21,Mumbai,Hyderabad,09:10:00,10:35:00,85,0,No Info,4049
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1,No Info,12284
Air India,2019-03-15,Banglore,New Delhi,08:15:00,11:20:00,1625,2,No Info,8534
Indigo,2019-04-15,Banglore,Delhi,18:25:00,21:20:00,175,0,No Info,4823
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0,No Info,8016
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,19:00:00,1425,1,No Info,15554
Indigo,2019-04-18,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,4591
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0,No check-in baggage included,3841
Spicejet,2019-03-24,Kolkata,Banglore,09:00:00,11:30:00,150,0,No check-in baggage included,5201
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,12:35:00,1655,1,In-flight meal not included,10262
Indigo,2019-03-21,Banglore,New Delhi,14:25:00,19:25:00,300,1,No Info,7708
Multiple Carriers,2019-05-09,Delhi,Cochin,04:55:00,19:15:00,860,1,No Info,7575
Spicejet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No Info,2017
Vistara,2019-04-18,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1665,1,No Info,12032
Air India,2019-05-09,Kolkata,Banglore,16:45:00,08:55:00,970,2,No Info,13227
Indigo,2019-06-12,Delhi,Cochin,10:35:00,01:30:00,895,1,No Info,5883
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,18:50:00,2240,2,No Info,12341
Goair,2019-06-21,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Air India,2019-06-24,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,8879
Multiple Carriers,2019-05-09,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,9021
Indigo,2019-03-24,Kolkata,Banglore,22:10:00,00:55:00,165,0,No Info,6985
Indigo,2019-04-09,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Indigo,2019-05-03,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Air Asia,2019-05-12,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,5216
Air India,2019-05-27,Delhi,Cochin,20:00:00,19:15:00,1395,1,No Info,8372
Spicejet,2019-06-12,Kolkata,Banglore,08:35:00,17:15:00,520,1,No Info,7189
Indigo,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,8784
Vistara,2019-06-12,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1,In-flight meal not included,11134
Indigo,2019-04-27,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,7173
Air India,2019-03-12,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,4307
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,19:10:00,305,1,No Info,19225
Indigo,2019-06-09,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Air India,2019-03-09,Banglore,New Delhi,05:50:00,22:45:00,1015,1,No Info,10657
Spicejet,2019-05-27,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,18:10:00,1260,1,In-flight meal not included,10031
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,19:00:00,1395,1,No Info,14714
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,12898
Indigo,2019-06-06,Kolkata,Banglore,09:35:00,12:10:00,155,0,No Info,4804
Indigo,2019-06-06,Delhi,Cochin,05:35:00,08:50:00,195,0,No Info,5601
Jet Airways,2019-06-18,Delhi,Cochin,09:50:00,13:05:00,195,0,In-flight meal not included,4466
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,19:10:00,1355,1,No Info,17471
Air India,2019-06-06,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6117
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,945,1,No Info,13941
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,9385
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,10678
Multiple Carriers,2019-03-03,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,17493
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,04:25:00,385,1,No Info,12242
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,10056
Spicejet,2019-05-06,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,3911
Air India,2019-04-09,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,9916
Air India,2019-03-09,Banglore,New Delhi,11:50:00,23:55:00,725,1,No Info,10972
Indigo,2019-05-03,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,04:25:00,900,2,No Info,16704
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,12373
Indigo,2019-03-06,Delhi,Cochin,07:35:00,22:20:00,885,1,No Info,7094
Jet Airways,2019-06-15,Delhi,Cochin,20:55:00,12:35:00,940,1,In-flight meal not included,10262
Indigo,2019-06-27,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,6442
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,9663
Jet Airways,2019-03-03,Delhi,Cochin,08:00:00,04:25:00,1225,1,No Info,17024
Indigo,2019-03-21,Delhi,Cochin,10:45:00,21:00:00,615,1,No Info,6838
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35:00,1595,1,No Info,12681
Vistara,2019-05-27,Banglore,Delhi,07:00:00,09:40:00,160,0,No Info,4668
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4995
Jet Airways,2019-05-12,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,7229
Air India,2019-05-21,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,6094
Jet Airways,2019-03-27,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,6017
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,23:35:00,425,1,In-flight meal not included,10844
Multiple Carriers,2019-05-09,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,8073
Air India,2019-04-01,Kolkata,Banglore,07:00:00,05:25:00,1345,2,No Info,12849
Vistara,2019-06-09,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Air India,2019-06-09,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6327
Spicejet,2019-04-01,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,3625
Indigo,2019-06-06,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,6116
Jet Airways,2019-05-18,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,12373
Spicejet,2019-05-15,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,7804
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495,1,In-flight meal not included,9663
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,12:00:00,330,1,In-flight meal not included,8586
Indigo,2019-05-15,Delhi,Cochin,07:35:00,16:10:00,515,1,No Info,6442
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:00:00,1280,1,In-flight meal not included,11087
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,04:25:00,745,1,No Info,12242
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,21:05:00,1685,1,In-flight meal not included,10703
Air India,2019-05-09,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Air India,2019-05-18,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,7480
Air India,2019-03-06,Delhi,Cochin,04:00:00,07:40:00,1660,1,No Info,12940
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,12:35:00,1390,2,No Info,16704
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,11:25:00,990,1,In-flight meal not included,11087
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,14714
Multiple Carriers,2019-03-21,Delhi,Cochin,15:15:00,01:35:00,620,1,No Info,7695
Air India,2019-05-09,Delhi,Cochin,05:15:00,06:50:00,1535,1,No Info,6587
Multiple Carriers,2019-05-15,Delhi,Cochin,14:00:00,21:00:00,420,1,No Info,13727
Jet Airways,2019-05-21,Delhi,Cochin,10:00:00,12:35:00,1595,1,In-flight meal not included,12898
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,09:05:00,965,1,No Info,8452
Indigo,2019-03-03,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,6565
Jet Airways,2019-03-24,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,No Info,5678
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,11410
Indigo,2019-06-12,Delhi,Cochin,02:00:00,07:45:00,345,1,No Info,6386
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,16:10:00,625,1,No Info,12284
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,10:25:00,830,1,No Info,17261
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,13727
Jet Airways,2019-03-21,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,7438
Air India,2019-04-03,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,4441
Jet Airways,2019-03-15,Banglore,New Delhi,08:55:00,16:10:00,435,1,In-flight meal not included,9134
Jet Airways,2019-05-09,Delhi,Cochin,11:00:00,14:15:00,195,0,No Info,9564
Jet Airways,2019-04-03,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,5177
